mode,path,run,time,stats
hyper,/hot/data/flights_all/flights_on_time_performance_1991_07.csv,0,3.41412,"{""input"":{""input_file_count"":1,""total_input_row_count"":441122,""normal"":437977,""general"":3145,""fallback"":0,""unresolved"":0},""output"":{""normal"":441122,""except"":0},""timings"":{""fast_path_execution_time"":2.95331,""general_and_interpreter_time"":0.0671646,""compile_time"":0.118516,""hyperspecialization_time"":0.207578},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1991_08.csv,0,3.40249,"{""input"":{""input_file_count"":1,""total_input_row_count"":441583,""normal"":438558,""general"":3025,""fallback"":0,""unresolved"":0},""output"":{""normal"":441583,""except"":0},""timings"":{""fast_path_execution_time"":2.93739,""general_and_interpreter_time"":0.0674541,""compile_time"":0.118792,""hyperspecialization_time"":0.210047},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1991_09.csv,0,3.22483,"{""input"":{""input_file_count"":1,""total_input_row_count"":417757,""normal"":51302,""general"":366455,""fallback"":0,""unresolved"":0},""output"":{""normal"":417757,""except"":0},""timings"":{""fast_path_execution_time"":2.52104,""general_and_interpreter_time"":0.322751,""compile_time"":0.118412,""hyperspecialization_time"":0.212756},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1991_10.csv,0,3.36686,"{""input"":{""input_file_count"":1,""total_input_row_count"":433382,""normal"":428638,""general"":4744,""fallback"":0,""unresolved"":0},""output"":{""normal"":433382,""except"":0},""timings"":{""fast_path_execution_time"":2.89611,""general_and_interpreter_time"":0.0682747,""compile_time"":0.118893,""hyperspecialization_time"":0.215583},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1991_11.csv,0,3.17926,"{""input"":{""input_file_count"":1,""total_input_row_count"":402937,""normal"":398313,""general"":4624,""fallback"":0,""unresolved"":0},""output"":{""normal"":402937,""except"":0},""timings"":{""fast_path_execution_time"":2.7114,""general_and_interpreter_time"":0.0676768,""compile_time"":0.118641,""hyperspecialization_time"":0.216825},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1991_12.csv,0,3.30471,"{""input"":{""input_file_count"":1,""total_input_row_count"":419545,""normal"":415523,""general"":4022,""fallback"":0,""unresolved"":0},""output"":{""normal"":419545,""except"":0},""timings"":{""fast_path_execution_time"":2.82336,""general_and_interpreter_time"":0.0733838,""compile_time"":0.119048,""hyperspecialization_time"":0.220745},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_01.csv,0,3.34199,"{""input"":{""input_file_count"":1,""total_input_row_count"":425458,""normal"":417893,""general"":7565,""fallback"":0,""unresolved"":0},""output"":{""normal"":425458,""except"":0},""timings"":{""fast_path_execution_time"":2.85937,""general_and_interpreter_time"":0.0706694,""compile_time"":0.118826,""hyperspecialization_time"":0.224983},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_02.csv,0,3.10557,"{""input"":{""input_file_count"":1,""total_input_row_count"":396469,""normal"":392503,""general"":3966,""fallback"":0,""unresolved"":0},""output"":{""normal"":396469,""except"":0},""timings"":{""fast_path_execution_time"":2.63059,""general_and_interpreter_time"":0.0673566,""compile_time"":0.118385,""hyperspecialization_time"":0.22591},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_03.csv,0,3.38817,"{""input"":{""input_file_count"":1,""total_input_row_count"":426851,""normal"":420123,""general"":6728,""fallback"":0,""unresolved"":0},""output"":{""normal"":426851,""except"":0},""timings"":{""fast_path_execution_time"":2.90054,""general_and_interpreter_time"":0.0691689,""compile_time"":0.118722,""hyperspecialization_time"":0.231496},""hyper_active"":true}"
hyper,/hot/data/flights_all/flights_on_time_performance_1992_04.csv,0,3.3878,"{""input"":{""input_file_count"":1,""total_input_row_count"":416271,""normal"":413302,""general"":2969,""fallback"":0,""unresolved"":0},""output"":{""normal"":416271,""except"":0},""timings"":{""fast_path_execution_time"":2.90262,""general_and_interpreter_time"":0.0670417,""compile_time"":0.118487,""hyperspecialization_time"":0.234418},""hyper_active"":true}"
